Title,Company,Deadline,Location,Link
IOS Developer,Intelligent Digital Technologies,05 July 2020,Yerevan,https://staff.am/en/ios-developer-218
Spanish-Speaking Research Intern,Polixis,05 July 2020,Yerevan,https://staff.am/en/spanish-speaking-research-intern-1
QA Engineer,Easy Pay LLC,05 July 2020,Yerevan,https://staff.am/en/qa-engineer-490
Active (Home ) Sales Specialist,Ucom CJSC,30 June 2020,Yerevan,https://staff.am/en/active-sales-specialist-21
furniture designer,Վեգա ,30 June 2020,Yerevan,https://staff.am/en/furniture-designer-5
Frontend Team Lead,DataOwl,05 July 2020,Yerevan,https://staff.am/en/frontend-team-lead
UI/UX DESIGNER,Concept Studio,05 July 2020,Yerevan,https://staff.am/en/uiux-designer-383
QA Engineer,DataOwl,05 July 2020,Yerevan,https://staff.am/en/qa-engineer-496
Senior PHP developer,RedKiteLLC,05 July 2020,Yerevan,https://staff.am/en/senior-php-developer-63
Русскоязычный специалист Call-центра,Telecom,05 July 2020,Yerevan,https://staff.am/en/russkoazycnyj-specialist-call-centra-1
Product Designer ,ServiceTitan,05 July 2020,Yerevan,https://staff.am/en/product-designer-23
HR management and documentation junior specialist,Ucom CJSC,05 July 2020,Yerevan,https://staff.am/en/hr-management-and-documentation-junior-specialist
DevOps Engineer,FLUX Technologies,05 July 2020,Yerevan,https://staff.am/en/devops-engineer-237
Կորպորատիվ վաճառքի մասնագետ,EcoVille LLC,05 July 2020,Yerevan,https://staff.am/en/korporativ-vacarki-masnaget
Senior JavaScript Developer,FLUX Technologies,05 July 2020,Yerevan,https://staff.am/en/senior-javascript-developer-52
Manager cashier,Sport Fit,04 July 2020,Yerevan,https://staff.am/en/manager-cashier-2
Graphic Designer,10Web,04 July 2020,Yerevan,https://staff.am/en/graphic-designer-360
Senior C++ Engineer (m/f/d) Tensor,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-c-engineer-mfd-tensor-12
C++ Engineer (m/f/d) Remote Management,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/c-engineer-mfd-remote-management-10
Senior Full Stack Developer (m/f/d) Pilot,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-full-stack-developer-mfd-pilot-12
Senior C++ Developer (m/f/d) Pilot,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-c-developer-mfd-pilot-16
Senior Test Automation Engineer (m/f/d) IoT,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-test-automation-engineer-mfd-iot-9
Senior Software Engineer C++(m/f/d) Core,TeamViewer Armenia,04 July 2020,Yerevan,https://staff.am/en/senior-c-engineer-mfd-hayq-16
Վարորդ (ուղևորաբեռնատար մեքենայով),Ucom CJSC,04 July 2020,Yerevan,https://staff.am/en/driver-25
Կահույքագործ-բանվոր,Էդ-Սպո ՍՊԸ (beko),04 July 2020,Yerevan,https://staff.am/en/kahuykagorc-banvor
Business Development Executive,Earlyone,04 July 2020,Yerevan,https://staff.am/en/business-development-executive-16
Insight Analyst,National Instruments AM LLC,04 July 2020,Yerevan,https://staff.am/en/insight-analyst
Computer Vision Engineer,Imea Systems,04 July 2020,Yerevan,https://staff.am/en/computer-vision-enginee
Գործառնական ղեկավար,Garage Masters' Mall,04 July 2020,Yerevan,https://staff.am/en/gorcarnakan-gekavar
Senior Node.js Developer,Imea Systems,04 July 2020,Yerevan,https://staff.am/en/senior-nodejs-developer-57
Delivery Partner Project Manager,National Instruments AM LLC,04 July 2020,Yerevan,https://staff.am/en/delivery-partner-project-manager
Content manager,ALPHA FOOD SERVICE LLC,04 July 2020,Yerevan,https://staff.am/en/content-manager-34
Systems Engineer,National Instruments AM LLC,04 July 2020,Yerevan,https://staff.am/en/systems-engineer-28
Customer Support Advocate,ServiceTitan,04 July 2020,Yerevan,https://staff.am/en/customer-support-advocate-6
Motion Graphic Designer,SoftConstruct,04 July 2020,Yerevan,https://staff.am/en/motion-graphic-designer-7
UI/UX Designer,SoftConstruct,04 July 2020,Yerevan,https://staff.am/en/uiux-designer-380
Hardware Design Engineer,Heltun Solutions LLC,04 July 2020,Yerevan,https://staff.am/en/hardware-design-engineer-3
Ներքին դիտարկումների մասնագետ,Իդրամ ՍՊԸ,03 July 2020,Yerevan,https://staff.am/en/nerkin-ditarkumneri-masnaget
Mid iOS Developer,MagicDevs LTD,03 July 2020,Yerevan,https://staff.am/en/mid-ios-developer
Mid/Senior Android Developer,MagicDevs LTD,03 July 2020,Yerevan,https://staff.am/en/senior-android-developer-98
Product Owner,Digitain ,03 July 2020,Yerevan,https://staff.am/en/product-owner-133
UI/UX Designer ,Ucom CJSC,03 July 2020,Yerevan,https://staff.am/en/uiux-designer-374
COAF SMART Business & Operations Manager, Children of Armenia Charitable Fund,30 June 2020,Vanadzor,https://staff.am/en/coaf-smart-business-operations-manager
Accountant,ՖինԹաքս Ըքաունթինգ,03 July 2020,Yerevan,https://staff.am/en/accountant-447
Data Specialist / QA Engineer,Krisp,03 July 2020,Yerevan,https://staff.am/en/data-specialist-qa-engineer-1
Senior C# Developer,CQGI MA,03 July 2020,Yerevan,https://staff.am/en/senior-c-developer-122
ՍՆՆԴԻ ՍՊԱՍԱՐԿՄԱՆ ՍՐԱՀԻ ՄԵՆԵՋԵՐ,Art Lunch,03 July 2020,Yerevan,https://staff.am/en/snndi-spasarkman-srahi-menejer
Senior .Net Developer,Intelligent Digital Technologies,03 July 2020,Yerevan,https://staff.am/en/senior-net-developer-146
Technical writer - Contract,ServiceTitan,03 July 2020,Yerevan,https://staff.am/en/technical-writer-74
Junior lawyer,Spayka LLC,30 June 2020,Yerevan,https://staff.am/en/junior-lawyer-8
Deputy Project Director,International Development Group LLC,30 June 2020,Yerevan,https://staff.am/en/deputy-project-director
 IT Business Analyst ,Praemium RA LLC,02 July 2020,Yerevan,https://staff.am/en/it-business-analyst-36
Computer Science teacher,Հայաստանում Եվրոպական Վարժարան հիմնադրամ,30 June 2020,Yerevan,https://staff.am/en/computer-science-teacher-1
Product Owner,WEBIHUB,02 July 2020,Yerevan,https://staff.am/en/product-owner-130
QA Engineer,WEBIHUB,02 July 2020,Yerevan,https://staff.am/en/qa-engineer-493
Warehouse worker,«ԷՍԷՌ ՖՈՒԴ» ՍՊԸ,30 June 2020,Yerevan,https://staff.am/en/warehouse-worker-5
Full-stack developer,Pragmatix,02 July 2020,Yerevan,https://staff.am/en/full-stack-developer-111
Full Stack JS Developer,SoftConstruct,02 July 2020,Yerevan,https://staff.am/en/full-stack-js-developer-36
PMO Specialist,FMD K&L EUROPE,02 July 2020,Yerevan,https://staff.am/en/project-management-specialist
Applications Engineer,National Instruments AM LLC,02 July 2020,Yerevan,https://staff.am/en/applications-engineer-6
Java Developer,Routetitan,02 July 2020,Yerevan,https://staff.am/en/java-dveveloper
Junior Laravel developer,HackTech LLC,02 July 2020,Yerevan,https://staff.am/en/junior-laravel-developer-6
Sales Manager (preseller),«ԷՍԷՌ ՖՈՒԴ» ՍՊԸ,30 June 2020,Yerevan,https://staff.am/en/sales-manager-preseller-1
Database Administrator,BIVAC Armenia CJSC,02 July 2020,Yerevan,https://staff.am/en/database-administrator-83
React JS Developer,BoomTech,30 June 2020,Yerevan,https://staff.am/en/react-js-developer-54
Junior accountant/Operator 1C,ՇԻՆԱՐԱՐԱԿԱՆ ՍՊԸ,01 July 2020,Yerevan,https://staff.am/en/junior-accountantoperator-1c-6
Service Manager,IMEX GROUP,01 July 2020,Yerevan,https://staff.am/en/service-manager-7
Tech Lead & Senior Software Engineer,Pangea Cloud Solutions,01 July 2020,Yerevan,https://staff.am/en/tech-lead-senior-software-engineer
"Կարամելի, շոկոլադի արտադրության տեխնոլոգ",ATP,30 June 2020,Yerevan,https://staff.am/en/karameli-sokoladi-artadrutyan-texnolog
English Speaking Sales/Support Representative,Envirotech,01 July 2020,Yerevan,https://staff.am/en/english-speaking-sales-representative-20
Service Desk Consultant,Adjarabet.am,30 June 2020,Ashtarak,https://staff.am/en/service-desk-consultant-6
National Chief Accountant,SOS Children's Villages Armenia,30 June 2020,Yerevan,https://staff.am/en/national-chief-accountant
National Programme Development Director ,SOS Children's Villages Armenia,30 June 2020,Yerevan,https://staff.am/en/national-programme-development-director
Manager,Pharmastar LLC,01 July 2020,Yerevan,https://staff.am/en/manager-39
Scrum master,Intelligent Digital Technologies,01 July 2020,Yerevan,https://staff.am/en/scrum-master-90
Վաճառքի զարգացման տարածքային մասնագետ (Պրեսելլեր)),Waterford,30 June 2020,Yerevan,https://staff.am/en/vacarki-zargacman-tarackayin
Business Development Executive,SFL,01 July 2020,Yerevan,https://staff.am/en/business-development-executive-10
Տնօրենի օգնական-գործավարուհի,Mikshin,01 July 2020,Yerevan,https://staff.am/en/tnoreni-ognakan-gorcavaruhi
Digital Marketing Specialist,Autofan,30 June 2020,Yerevan,https://staff.am/en/digital-marketing-specialist-202
Senior UI/UX Designer,SFL,01 July 2020,Yerevan,https://staff.am/en/senior-uiux-designer-42
Senior C++ Engineer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-c-developer-119
Data Engineer (Spark),PicsArt,30 June 2020,Yerevan,https://staff.am/en/data-engineer-spark-1
Data Scientist,PicsArt,30 June 2020,Yerevan,https://staff.am/en/data-scientist-76
Senior Full Stack JavaScript Engineer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-full-stack-javascript-engineer-1
Senior JavaScript Engineer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-javascript-engineer-19
"Technical Program Manager, Trust & Safety",PicsArt,30 June 2020,Yerevan,https://staff.am/en/technical-program-manager-trust-safety-1
"Senior Backend Engineer, User Behavior",PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-backend-engineer-user-behavior-10
"Senior Backend Engineer, Computer Vision",PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-backend-engineer-computer-vision-10
"Backend Engineer, User Behavior",PicsArt,30 June 2020,Yerevan,https://staff.am/en/backend-engineer-user-behavior-10
"Backend Engineer, Computer Vision",PicsArt,30 June 2020,Yerevan,https://staff.am/en/backend-engineer-computer-vision-10
QA Engineer (Web),PicsArt,30 June 2020,Yerevan,https://staff.am/en/web-qa-engineer-12
Senior Mobile Software Engineer in Test,PicsArt,30 June 2020,Yerevan,https://staff.am/en/senior-mobile-software-engineer-in-test-16
Quality Assurance Team Lead,PicsArt,30 June 2020,Yerevan,https://staff.am/en/quality-assurance-team-lead-19
Product Designer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/product-designer-20
Web Designer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/web-designer-68
Sales Representative ,AIR LLC,30 June 2020,Yerevan,https://staff.am/en/sales-representative-36
QA Engineer,PicsArt,30 June 2020,Yerevan,https://staff.am/en/qa-engineer-487
Junior IT Monitoring Specialist (24/7 shift),PicsArt,30 June 2020,Yerevan,https://staff.am/en/it-monitoring-specialist-247-shift-15
 Merchandiser,Վենդա,30 June 2020,Yerevan,https://staff.am/en/merchandiser-26
Senior Software Engineer ,ServiceTitan,01 July 2020,Yerevan,https://staff.am/en/senior-software-engineer-optimization-algorithms-12
Export manager,«ԷՍԷՌ ՖՈՒԴ» ՍՊԸ,30 June 2020,Yerevan,https://staff.am/en/export-manager-18
React Native developer,Locator CJSC,01 July 2020,Yerevan,https://staff.am/en/react-native-developer-62
Automation QA Engineer,The Software Development Company,30 June 2020,Yerevan,https://staff.am/en/automation-qa-engineer-47
Node.js/NestJS developer,Viveo Health,30 June 2020,Yerevan,https://staff.am/en/midsenior-nodejsnestjs-developer-6
"Engineering Manager, Java Microservices & Data",DISQO,03 July 2020,Yerevan,https://staff.am/en/engineering-manager-java-microservices-data-6
Senior Software Engineer,ServiceTitan,03 July 2020,Yerevan,https://staff.am/en/senior-software-engineer-76
"Senior Software Engineer, Front-End",ServiceTitan,03 July 2020,Yerevan,https://staff.am/en/sr-software-engineer-front-end-27
Senior Site Reliability Engineer,ServiceTitan,15 July 2020,Yerevan,https://staff.am/en/senior-site-reliability-engineer
Lead Software Engineer,ServiceTitan,05 July 2020,Yerevan,https://staff.am/en/lead-software-engineer
QA Automation Engineer,ServiceTitan,05 July 2020,Yerevan,https://staff.am/en/qa-automation-engineer-91
Operations Center Engineer,ServiceTitan,15 July 2020,Yerevan,https://staff.am/en/operations-center-engineer
